Timestamp,"How did your conversation go?  Was it serious? Lighthearted? Humorous, or fun? Were you talking with friends, or family members, or acquaintances? ",How would you change this app to create the kind of conversation you want to have? ,Did something break? ,Did you experience any glitches with the app?,,"If you are a UW student using this app for a class, please enter your student ID",What events or questions did you find sparked the most conversation? Why? Where did those questions take your conversation? 
11/29/2017 18:48:59,"The conversation was fairly relaxed. Each of my friends all had fairly similar views on the topics, so we would often come to agreements for each question. The most lighthearted conversation was probably in response to the question: ""how would you feel about planting cacti in your garden?"" My friends thought it was a slightly random question, but we all agreed that if it was beneficial enough, we would do it. A conversation that was slightly more serious was about a later question: ""how would you determine who gets to use how much water during a drought?"" This was a bit more complicated to answer because it is hard to find a solution that pleases everyone. ","Although this is not a major change, I think that having a more visually appealing background (such as images of scenery or landscapes) could possibly improve the game, rather than just having a blue screen. Another idea could be to have options of different topics to choose from, so people could have more specific conversations. Possible topics could be about climate change in different areas of the world, effects on poverty stricken areas, effects on the PNW as a whole, etc.",,"No, everything went smoothly",,1732289,"The question about having either a long drought or major flooding sparked the most conversation because we started to think about different areas of the world and how each would be affected. We did agree; however, that having a long drought would be harder because of the extreme depletion of major resources. Personally, I began to think of Indonesia, and how during el nino, the drought has severe impacts because the islands are more used to large amounts of rain. As a whole, we felt that the impacts of a drought are quite severe and long lasting; creating major problems for large communities of people."
11/29/2017 19:55:31,"   It was fun to have a time discussing about global warming issues with my friends. All the questions were not very hard to answer that it was easy to discuss. I liked how the questions relate us to major climate change events that was occurred. For each question we tried to go around in circle to discuss. Sometimes like the questions on Katrina or other climate change events that led many people's deaths, we discussed quite seriously. I think most of time, we tried to figure out difference between the Nobel prize and the peace prize. 
   Also it was fun to discuss about how we felt about today's winter temperature. We all said that especially this year's winter seems little warmer than the last year. Talking and imagining about working in a coal mine was also fun and we discussed in a slightly lighter tones. Thinking about renewal energy reminded me once again to be careful in using and saving energy. Overall, it was fun to discuss these questions as the questions were very relatable to our lives.   ","   I think creating categories in each climate change topic would be one of the changes I would do to make this app be more interesting. By doing so I believe that players can pick and choose the topics that are most attractive to them. This would likely to increase quality of players' discussion as they would talk out with their friends about the topic that they thought it be the most interesting one.
Also I think making something like a mini-quiz game that the players can actually get individual or the team points would be also interesting. 
   I would also like to suggest putting some images in the app so that the app would be more visual. Also watching a video and discussing about the issues found in the video would be interesting because players can actually see the actual harms or the damages taken from climate change events that they can discuss in-depth. I would also want to discuss about polar and Antarctic's extreme in climate change as I believe it is a pretty serious topic that we need to know and discuss. ",,"For me, there was no survey showing up at the end of the game as it went back to the main page.",,1561056,"   Storm and hurricane questions that asked about if we had any in our experiences. We said yes and discussed quite a long time. I had experienced a really huge and strong typhoon in my middle school year in Korea. Trees in big and small sizes fell down, damaged cars that was parked near those tress, blocked the roads and hindered public transportation systems. It was a huge climatic events in Korea that largely impacted people. Because the typhoon brought a large amount of precipitation, houses located on the lower areas suffered water damages.
    These questions led us to discuss further about our personal experiences with climatic events and allowed us to remind ourselves again how climate change is really happening and the consequences can be destructive. We also said Katrina impacted largely to people in U.S. and brought such devastating consequences. We also talked and agreed that we need to make a change now in order to reduce any possible harms from climate change events in the future.   "
11/29/2017 20:46:22,"My conversation took place after Thanksgiving, with my boyfriend, mother, and family friends. It was actually very fascinating to hear everyone's responses to current and past issues on our environment on a common ground. My mother is very passionate about saving our atmosphere and being informed in climate change/global warming, and my friends were a lot less informed. 

Usually my mom informs me on what she hears on the news in a condescending way, assuming that I do not know much about it. But with this app, we were all on a common ground and I was able to speak to my thoughts in a calm manner. I realized that because I never really talk about these issues to my boyfriend and friends, they were a lot less informed than I was, and I think I owe a lot of that to this class. The way the questions were set up informed you on the topic, then asked you questions you were able to relate to, which I think all of us really enjoyed. 

","I would make the app a bit more interactive. I would pose questions, then after a conversation was had, I would have the app follow up with popular answers and scientific backups to different answers and opinions. Another thing I would have done, was that many adults are age sensitive and the app posed a lot of age based questions and that made the adults a bit distracted and go off topic, joking about their age. Maybe the app was meant to do this to create humor, but I think it took away from the all seriousness of the app. ",,"Yes! I found that the app would not let me select 3 rounds of topics, so we had to go back and reenter 3 times.",,950953,"There was a question that asked us if we thought it made sense to give a river the same rights as a person, and whether or not it was different than giving a corporation the same rights as a person. All of us had never thought about it this way, and this sparked a bit of an argument between all of us, against my boyfriend. 

For my mom, friends and I, we all agreed that we had never thought about it this way, and when it came to comparing a river with a person, it was a little too far of a stretch, but then comparing a corporation to a person, then relating it to a river, it made a lot of sense. My boyfriend, on the other hand, is a very practical guy and knows a lot about corporations and spoke to the fact that a river being compared to a corporation is not enough because it is not impacted the public directly, and then we all chimed in saying he was very wrong. "
11/29/2017 20:46:38,"Our conversation was very smooth and easy going. The tone was lighthearted, but we also acknowledged the seriousness of some of the situations that the questions presented. The group consisted of my parents, my older brother, and myself.

We really enjoyed learning information about climate change through the questions. My parents learned a lot of things that they didn't know about, which I think made them realize how serious of a situation it really is. In the end, we all learned a lot about the state of our world.","I think it would be interesting to be able to select from a ""topic"" to pursue. Obviously the app is focused on climate change as a whole, but the ""topics"" could be things such as ""political impact, economic impact, wildlife impact, etc"". This would allow people to pursue the specific parts of climate change that interest them the most.

Another interesting addition would be pictures/graphs to go along with questions. I'm not sure if this is already a feature, but I did not encounter any from my questions. It would add more scope to the questions and show people some quantitative data to enhance the conversation.",,"The only glitch I encountered was a screen saying ""Internal Server Error"" after setting up the players, but after trying a couple of times it worked fine.",,1150719,"The question that sparked the most conversation was the one about the IPCC winning the Nobel Peace Prize for their work in climate change research. My parents and brother didn't even know this group existed, so it was really interesting for them to look it up and learn more about the organization.

The question prompted us to look up other groups involved with climate change research (on both sides of the effort!) and it was interesting to share our results. We found that most large universities and colleges had their own teams of scientists actively researching climate change and contributing to the global conversation regarding its impact."
11/29/2017 20:49:11,"Conversation were lighthearted and fun for the most part even though most of us find the matter of global warming to be a serious issue that needs to be talked about more. We didn't find the issues and questions asked to be humorous because they were relevant to what is currently happening on Earth, even if all the aspects didn't affect us directly or the location we are currently residing. I thought my group of players did a good job of considering other people/culture's lifestyles that differ from our own when answering the questions.

I was working with my sorority sisters on the questions and we always have a good time no matter what we are talking about. We are all around the same age which I believe is why many of the answers and  comments were agreed upon by the whole group or at least a majority of the players. Had we had significantly younger or older individuals, we might have had different types of beliefs and conversations. 
","Overall, I thought the app did a good job of asking a variety of questions from a local level to a more global view. If I were to change the app, I would add more open ended questions such as ""How do you feel about global warming as a whole"", ""Do you believe that global warming has an effect on your everyday life?"", and ""What information about global warming were you given as a child/growing up?"". I feel that these open ended questions would allow for a multitude of answers that would spark conversations by relating to personal experiences . 

I would be curious to see how my players grew up thinking about global warming. In my case, I was given little information about global warming and even then the information was highly criticized by family members and educators. This ay have been because I was from an extremely small town that seemed to be behind the times in almost every aspect of life. I am assuming that my sisters from larger places would have much different teachings and experiences. 
",,"The major problem I had with this app was the glitches. For about 4 days, I would try to input mine and 3 other individuals' names as players of the game only to press begin and be sent to a page that said ""Internal Service Error"". After emailing my TA and being forwarded to (I'm assuming) an administrator of the app, I was able to figure out the problem. Apparently, because all of my players were around the same age, the app's database wasn't big enough to formulate relevant questions. Once I altered my players' ages and information, I finally got the app to work.   Besides the initial glitch of being sent to the ""Internal Service Error"" page, the rest of the app ran smoothly. My only complaint is that this information would have been helpful before starting the assignment. Upon reading the discussion page for help, I found that other students were having the same problem. My suggestion is to let student know of potential glitches ahead of time. Other than that, I had no other glitches and enjoyed the assignment!",,1629761,"The questions that sparked the most conversation were the ones that directly related to personal experiences and backgrounds such as what kinds of ecosystems someone identifies with, what natural places someone regards as sacred, and if winters feel different than they have in the past. Because the members of my group were from a variety of locations (Australia, Spokane, Seattle, and a small town in a farming community), our experiences differed a lot from each other and we were excited to hear how these aspects affected each other differently. 

These questions took our conversation to an exciting place. Every member was excited to share their thoughts and eagerly listened to other's experiences. We found that people in certain locations certainly have experienced global warming more than others. Laura, my sorority sister from Australia, recounted the craziness of the weather she grew up in. She can remember drastic winter changes as well as times of extreme drought and flooding. Lyndsey, my sorority sister from Spokane, remembers that previous winters had a lot less rain than recent ones. Something I found interesting was how much the ecosystems we identified with heavily depended on the locations we grew up in. 

"
11/29/2017 20:51:55,The conversation was lighthearted. I talked with friends.,"I would make it have less glitches. It kept closing during the interview and having issues, which interrupted the conversation several times and took away from the natural progression of ideas. I would also create more variety of questions. I kept getting repeat questions every time I played. ",,"Yes, the app wouldn't let me incorporate 3 players at once and continually crashed during the interviews.",,1632299,People thought giving bodies of water legal rights was interesting because they weren't aware of it and wanted to learn more about it. They also thought it was a good idea so there would be legal basis to fight pollution.
11/29/2017 20:53:52,"My conversation went really well even though it was with a few of my peers who I have shared similar experiences with. It was lighthearted for the most part, but we still managed to take it quite seriously. The friends I brought together I grew up with here in Seattle so our experiences in natural disasters were pretty limited. We did each bring unique opinions and proposed solutions to the discussion though and this made our time together productive.

The discussion could have been even better in my opinion if there was greater diversity in those that participated. It would have been extremely interesting and valuable if I had talked to someone who had lived through a devastating event like Hurricane Katrina. It ended up being a very productive discussion anyways because of the many suggested solutions. My friends and I offered up fresh ideas on how to prepare for and see-out disasters and different climate events.","I believe the app did a great job of guiding conversations, but there is still room for some solid improvements. First of all, it would be great if the app asked tougher questions. There were a few questions that asked for solutions to certain problems and I really liked these type of questions. Solutions are what are society needs so if we start talking about them now, even among friends, real change is even likelier. I also found these conversations to be the most interesting. Hearing several preliminary ideas on how to solve issues facing our society allowed for the discussion to get creative while remaining productive.

Other than that I was really impressed with the app. The questions in general encouraged solid discussions that forced the participants to think critically about climate change around the world. We all learned something from the app and managed to walk away as people more confident in talking about climate change. I only ran into one bug (further explained below), but it seemed to resolve itself after I refreshed the page a few times. All in all, the app is simple but extremely effective in fostering productive conversations about climate change.",,"Yes, I had some trouble loading the page after entering in names and birthdays. This might have been due to a poor internet connection though.",,1542176,"When we discussed droughts there was a lot of good discussion about how to allocate resources during such a period. We all agreed that limiting water use is necessary, but needs to be done regulated more. Rather than just telling the public to limit water use to essential needs fines should be imposed on those that use more than a dictated amount. The thinking was that if people are held more accountable for their water use during water-stressed times there will be more available for those that absolutely need it.

Additionally, we discussed the effect of catching and storing carbon before it enters the atmosphere. We thought it was a solid short term solution, but could cause long term problems. Once the carbon storage fills up what happens next? Sending it into space was suggested and I don’t know how feasible this would be, but it sounds better than storing it on Earth. I brought up wedges and how the wedge regarding trapping carbon needs to grow massively for it to be effective at slowing down climate change. In the end we liked the idea, but were worried about how it may affect the future.
"
11/29/2017 21:06:33,"The conversations were very short and not much was said about anything. I believe the reason why this was the case is because of the nature of the questions that the app asked. Most of the questions asked were yes or no questions or other simple questions that can be answered with a few words. This was why it was very lighthearted. 
Another reason why is that I was talking with friends. I personally know that they are not very passionate or knowledgeable about climate change and thus don't have much to add to the conversation besides the simple answers required of these simple questions.  ","I would change this app so that the questions it asks are more thought-provoking. This allows the conversations to be much more meaningful and enlightening. It also prevents the answers from being just a few words. 
I would also hope that the app asks questions that are more relevant to the people that are there. If the questions are more personalized, it is much easier for it to start a very meaningful conversation. Perhaps, it can start by asking more than just a name and a birthday.",,Sometimes it gives a 500 internal server error.,,1563289,"The question that sparked the most conversation was one that asked about hot summers. This is because the friend that received this question grew up in Singapore which is really close to the equator and has really moist and hot  summers. This questions brought up many strong memories from his childhood of braving the heat with his family and friends using a lot of fans. 
These questions took the conversation to be about the weather in Singapore in general. He also talked about how the rain is really strong and that if it rains it almost always pours. There was nothing related to climate change that was brought up however. "
11/29/2017 21:11:09,"(Disclaimer: This are my real responses. I didn't realize when I filled out the survey originally that we had to have 2-3 paragraph responses).

The first two conversations, with my Republican roommate and Freshman friend, were lighthearted. My Republican roommate is not very concerned about climate change and believes that while it is good to reduce coal use, the economic implications and job losses are negative consequences that should be seriously considered and weighed in the decision to move towards clean energy. My Freshman friend did not know a lot about climate change, so the conversation was lighthearted in the sense that she was learning things rather than voicing a strong opinion about certain topics.

My last conversation was with a friend who is also a National Debate Tournament Varsity Competitor. Last year, the topic was based on whether or not there should be a reduction in carbon dioxide emissions, and as a varsity competitor, he worked approximately 20 hours each week towards research and practice. This conversation was more serious because he was so knowledgable about the topic and had strong opinions, such as the importance of using global average temperature to assess long term trends in climate change rather than relying on how weather ""feels"" on a given day. ","To improve this app, I would include more variety in questions. Every time I played the game, I got similar or the same questions, which led to repeated answers and circular conversations. I would also recommend including statements that spark more conversation. I feel that many of the remarks and questions were very basic, entry level questions, so it didn't require people to really think about their stances and opinions. ",,"Yes, I experienced several glitches with this app. First, it wouldn't let me play with three players at one. I had to play one player at a time, which is why I believe I got the same questions repeatedly. Second, the app continually crashed during the conversations, which inhibited the flow of conversation and distracted the people I was interviewing. ",,1632299,"While talking with my Republican roommate, the question that sparked the most conversation was the one involving a reduction in coal usage. She seemed very against the idea of working in a coal factory. She claimed they had terrible conditions, it would be difficult labor, there would be respiratory problems, low wages, and that it would be an overall bad environment to be in. However, when I asked her if we should reduce coal consumption in favor of cleaner energy, she claimed cleaner energy would be good, but the resulting job loss from abandoning coal would be a negative consequence. This was interesting since just a few moments earlier she was describing how awful of an industry coal would be to work in.

My Freshman friend seemed most intrigued by the question involving giving legal rights to bodies of water. She wasn't aware that this was a thing, and wanted to know more about it. She also seemed to think that it was a good idea because it would disincentive pollution by providing a basis for legal action against polluters. 

My Debate friend had extensive knowledge on different ways that cities were adapting to rising sea levels. He described plans for relocation, raising roads, and implementing new drainage systems. He said that this was a serious problem for places like Miami, Florida and Venice, Italy, because they are already so close to sea level, and that it may be too late to make a significant effort to fight sea level rise. "
11/29/2017 21:16:54,I was talking with my friends that go to The University of Washington. The conversation was mostly lighthearted there was some ownership over possibly controversial topics because two of the people are from California. They all were very open to knowing more which was interesting. ,"I would make the questions move faster and cover more ground, it felt too stuck on specific topics. I liked that it detailed what year it was and personalized how old each participant was. I think it would have been better if it rotated who the question was targeted towards.",,"Yes, it kept saying internal error im not sure if that was becuase im on a laptop. I tried to do it like three times and it kept telling me I had no data recorded. i got through at least 8-10 questions but then it just took me back to the sign in ",,1726635,The questions about carbon storage led to the most discourse. there were speculations that storing it underground would only lead to a whole new set of problems and not fix the original.
11/29/2017 21:18:20,"The conversation went great! My father, who was apart of the conversation has always heard of global warming, but never got a proper chance to have an educational conversation about the topic. My sister, on the other hand, has read about global warming through articles and other sources and was very skeptical about it. My friend Mohamed is a firm believer that global warming is occurring he was just more confused on what is causes and effects.
 The conversation we had was serious, because the people I was speaking to hadn't known the drought in CA was and effect of global warming, and some of them didn't really believe our carbon footprint is the cause of global warming. Through our conversation we were able to debunk myths and get to the reality of the issue, which they all appreciated greatly. ","I would change the app by making it more interactive. Instead of just throwing questions out there to us, maybe have some global warming trivia. As the conversation continues and people typically aren't as engaged as they were in the beginning and some trivia and other interactive features I think would keep people engaged throughout the conversation. 
Also, from the questions we got, they were primarily focused on global warming effects and causes in N. America. Since thats where we live thats appropriate, but my Father spent most of his life living in Somalia, and he was very curious as to global warmings effects there. I know you can't include ever single country into your websites questions, but it would be nice for it to be more inclusive of the entire globe just to show that global warming does not only affect N. America. ",,wouldn't save game progress. After we were complete it returned us to the screen in the beginning asking us to enter names and birth years again.,,1522489,"The drought in CA sparked the most conversation because of how recent it is, and how close to home it is. My Father had little previous knowledge of global warming and did not believe global warming had the ability to cause droughts, especially of that magnitude. Others in the conversation believed that droughts and wildfires are natural disasters which are unavoidable. 
I was able to show them how global warming intensifies and raises the frequency of such instances. Using evidence like the hockey stick plot I showed them the direct correlation between our CO2 footprint and global temps. After that was established I showed them how climate change can limit rain, and obviously increase heat. With these relationships proven to them with data and consensus among scientist, they believed global warming cause the CA drought and other events around the world."
11/29/2017 21:40:20,"I talked with friends and it was a fun but serious conversation. My friends learned a lot about global warming, and past statistics. It also made us all consider how global warming affects not just the Earth in general, but also our families and friends in the past and the future.  ",I would maybe include more numbers/facts in the questions to make the problems and issues discussed seem more realistic to those reading it. Pictures may also help give a visual representation for visual learners.,,"Yes, at times when I tried to start the game it would not work and say ""Internal Server Error"" and I had to change the number of rounds or number of players in order for it to work.",,1725376,The question that sparked the most conversation was the one about where our power comes from and what impacts it has on our local environment. This question was very specific and made us focus on ourselves and see how what we do and what we use directly affects our community and ourselves.0
11/29/2017 21:50:49,"The conversation was relatively light hearted, however there were also serious moments and tones throughout the more serious parts and topics of the conversation. Initially, the conversation began very lighthearted. Because the group I talked with knows each other very well, it was a very relaxed atmosphere. I chose to talk to my friends because of this fact but also because I knew that everyone was comfortable around each other. Because everyone was comfortable with each other, they felt that they were able to share with each other openly and honestly which contributed to the conversation well. 
	As the conversation continued, there were more serious topics and parts of the conversation. These were mainly centered around issues that the group felt impacted them directly as well as their perceived opinions on certain issues. Because the group I chose consisted of college students, they were all relatively educated and aware of many of the issues that we are facing currently. In the group, there were actually a few people who have taken this class previously and were very well informed about the issues and topic. ","In order to change the conversation, I would the option within the app to choose certain sub topics or more specific categories to tailor the conversation to the crowd or group that was playing. I would also consider the age group of the people who are playing the app and change it so that you can insure that each event within the app is memorable to the people playing. For example, there were times when the app would discuss an event that happened many years ago, but the player would not be able to remember the event because they were a young age when the event took place. I would tailor the events to the players so that this would not happen. 
	I would also add the option to tailor the questions toward the mood or feelings of the group. For example, the group that I played with really enjoyed the questions that allowed them to voice their opinions regarding required actions or feelings toward events. I would group all of these questions together and add sub categories so that people could choose to look at all of these questions at once. I would also group all the questions regarding personal experiences or that prompted storytelling together so that people would be able to access these questions when they wanted to add personal experiences.
",,"there were a couple times when the system would respond with ""internal server error"" and we would be forced to restart.",,1564335,"The events that sparked the most conversation were usually related to topics or events that the participant could remember well and had a very detailed memory of. For example, events that asked about weather events such as heat waves or hot summers were very memorable because all of the members of the group are from Seattle. Because of this, they were all able to remember the very hot Seattle summer heat waves and recall how they felt. Most of the questions lead to storytelling as well as lots of person relaying of information and experiences surrounding each phenomenon. 
	The other things that sparked the most conversation were the questions that asked you to compare and contrast different phenomenon. The open ended questions that gave multiple different scenarios or ideas were the most popular among the group. Usually, this lead to debate and lively discussion within the group as they argued their points and tried to reason with each other. While they were not arguing, there were definitely different opinions that were expressed and led to people taking sides to different issues and situations. 
"
11/29/2017 22:12:38,"Our conversations went really well! It was relatively lighthearted for almost every question after a few minutes of serious conversation and debate. It was fun to watch my Mom and Grandfather talk about how much Seattle has and will continue to change. My little brother, 12, is young but is a lot smarter than many of the kids his age, unfortunately he's aware of this and led to him trying to answer every question. This led to a lot of lead to a lot of learning for both my brother an I. As you can tell from what i've already stated, this conversation was held with strictly my family. I decided that it would probably be taken a bit more seriously if done with my family rather than my friends. It also added an interesting dynamic of time age difference and experience. If I had the chance to do this again I might add one of my friends to add another difference of perspective. ",I thought the app did a really good job of tailoring each conversation to an individual and a specific period in their life. It brought back memories and provided personal insight from people who have literally watched our climate change. I'd probably have a time limit installed on each question. By doing this you speed up conversation and force them to be more serious and meaningful. Considering the amount of questions this would also make the app a little more practical for a family setting. I'd also think it'd be fun to include a few multiple choice question like poll everywhere that shows the answer results of everyone else who has participated in the app. That would allow people to learn a little more and also take note of certain trends that people think are occurring. ,,,,1521063,"I'd say that the majority of our lengthy conversations came when Seattle-related questions came up. It makes sense considering everyone involved in the conversation was born and raised in Seattle. Obviously you're more inclined to talk about where you're from rather than statistics relative to the entire country or from decades ago. My Grandpa and Mother were both more interested in current climate changes and issues rather than the statistics relating to their own, young, time periods mentioned in the poll. They took our conversation to a more serious point than it had reached prior. When you begin to talk about the world changing but more specifically your hometown 12 year olds and 21 year olds alike start to worry and ask questions. We got some of our most productive and meaningful conversations out of it however. We began to talk about how much each of us have seen the city change in our own individual time in Seattle. Citing overpopulation and water usage as two of the biggest problems citizens of Seattle are currently facing. This led to the explanation of overpopulation to my younger brother and the google search of the growth in population size since the year my grandfather was born. "
11/29/2017 22:19:21,"It was serious, but also sort of surface level. A lot of the questions were yes or no questions, and when the answer was no, it just didn't really spark that much conversation. It really did bring up good questions to think about, so I personally enjoyed it! We were pretty unknowledgeable about our topics though.

I talked with all friends.","The facts related to a person's age were pretty interesting, but we were confused because many of them didn't seem to relate to the questions THAT much. We could see how they were generally on the same line of conversation though. Maybe an improvement can be made to this somehow?

I also wish that more information could be given after we answer the question. I get that the point of the game was to create conversation, but for some questions, it definitely would've been awesome to hear something like an ""answer."" For example, one of the questions was something like ""Do you think flooding or droughts would be more difficult to deal with?"" Since that's a more general question, it'd be nice to get some pointers as to why flooding could be more difficult or why droughts could be more difficult. Another possibility is for the questions like ""Do you think you've felt the climate change in the winters?"" (Something like that.) Maybe there could be the result from a survey that says ""According to a survey from ______, 35% of people answered 'Yes,' 60% of people answered 'No,' and 5% of people answered 'Unsure,'"" just for something else the players can chew on as they continue talking about their answers.`

Being able to see all the questions we went through at the end would be a cool improvement too!",,"Yes. Sometimes there was a server error. At the end of questionnaire, it also just cut back to the players' page with this line at the top: ""There was a problem loading your game state: No game in progress found."" In the beginning, I had to refresh the page to get the game started (this was right after we setup the players).",,1562515,"We're from different cities in the general same area (southern California), so it was cool to see how our cities differed in how they're progressing, how they look, and the measures they have taken in the past to care about our environment. For example, one of my friends is from Huntington Beach, and she talked about how her city prevented more houses from being built in order to preserve the wetlands there. That was something I never knew about despite living 25 minutes away from her city. 

The other questions we talked more about were the questions about whether or not we think a certain practice is effective, such as the one about taking carbon from the air and storing it underground. Before I took this class, I had no idea that was even a thing, and neither did any of my friends. We talked about potential benefits/tradeoffs that we thought this practice would have, but in the end, there was no concrete answer. Since this question was a question that I think can give more background information, I really wish the app provided that instead of us having to go look it up ourselves after/during the conversation (which none of us did, by the way)."
11/29/2017 22:25:47,"Yes the conversation was very lighthearted. Two of the three people that I talked to were actually from California so they had a personal stake in the topic. They talked about having had experienced the drought in California and how they really didn't see it take an effect in their neighborhood. Both did come from a wealthy area and we were able to have conscientious talk about why watering your yard in a drought is harmful. They didn't seem to phased by drought whereas me and the other Washingtonian talked about how awful the droughts have been in the past summers in Washington. 
I was talking with three friends that also go here. They were all electrical engineering or computer science so it was funny when they said that global warming was kind of difficult to understand. I don't think that they intended to have such a specific opinion on any of the questions. We talked mostly openly but they seemed scared of asking questions. ","I would want it to move through topics much faster. I think It was worded too scientifically, and it was possibly kind of hard to follow. I don't know if it would have been better to show some option of possible right answers so you could maybe be more invested in the actual outcome. I would make it so everyone could have the question on their phone and be like added into the conversation. And I think it would be more important to start with preliminary questions so i could understand what everyone thought. 

I think It would be good to have correct facts just so I'm sure I'm not misinforming people during the conversation. I like the way it targeted an individual but i wit was a more far reaching question for all participants. Also I think there should be an instruction page. i would also like to receive gold star for each completed section.",,Yes im not sure if any of my data was saved. ,,1726635,"The most controversial topic was storing carbon in the ground. One of my friends had a difficult time understanding it and the other worried it was not a solution but would lead to a new problem. She seemed passionate that we find an above ground solution or that we just reduce emissions instead. The other two people didn't understand how that could work so easily. there was also worries that carbon in water would harm humans. 
The other topic that sparked debate was the one about whether we should be charged for our past emissions. They thought that because we are trying to make a change moving forward it would be wrong to get penalized for the past. It was interesting to notice that while politically conservative they supported a carbon tax and that usually isn't the case when it comes to political parties supporting taxes. They all assumed that there was already a comprehensive tax in Washington, but it currently gets brought up with legislative initiatives. I was surprised that they all somewhat agreed to polluters paying for their mistakes. "
11/29/2017 22:38:12,"I decided to play this game while I was home for Thanksgiving, so I was with my family; this meant that there was quite a variety in the ages of people playing, ranging from me (18) to my dad (56), so we were all coming from different perspectives. On top of this, all of the players--my sister, mom, dad, and I--all spent our childhoods in different cities (for the most part), which also made for a variety of perspectives in terms of changes we have all observed first hand. 

The conversation went really well--of course, it was lighthearted and a bit jokey at times (my dad likes to turn any conversation into a pun/joke), but it was interesting to confirm that my parents do indeed understand the pressing and urgent nature of climate change. If I had spoken to my grandparents instead, I think I would have received very different answers, just because of the multi-generation gap. My mom comes from a science background in her higher education, so she has briefly looked at topics regarding climate change; she actually works as a radiation safety officer and conducts a lot of research, so she sees environmental science in more of that vein. My parents, who both grew up in India, both expressed that climate change and global warming were not things that they ever discussed in grade school/were never really issues that crossed their minds, so it is cool to see that despite that, they have educated themselves on the subject and have come to understand the facts.","Overall, I think that this app was very successful in creating a personal connection between the players and the true events that it describes; it is a very unique idea to tie in one's age to a memory, because that person automatically remembers what life was like then and compares it to today, which highlights changes, etc. I think an interesting twist that could be added to the app would be to have some way for players to enter more information about themselves that the game could then use to generate more personalized scenarios--for example, if a player could enter different places they have lived, perhaps the scenarios brought up could have to do with those locations and how climate change has effected them. 

One other improvement (and I don't know if this was a glitch or if it is how the app works) I might suggest would be to have some sort of end card or conclusion to the game, because mine went from the last scenario back to the first page, which was sort of confusing; maybe there could be something that sparks reflection for the players or is interactive in nature. Other than these minor/largely logistical suggestions, I think this app is a really cool tool to use for sparking conversations that are sometimes difficult to start.",,No,,1770515,"As I mentioned previously, my parents are both from India, so the scenario that talked about the Ganges River and how India is treating it from an environmental standpoint was one that sparked conversation. My parents found it interesting that their native country was suddenly concerned with global warming, taking into account that they had never talked about it in school or even in society when they lived there 30-35 years ago. They told me about a gas leak disaster in a city called Bhopal back in the 80s--neither of them lived near it, but they heard a lot about it and how a lot of people got sick from it. Apparently, companies were not complying with the environmental standards that were set and thus did not practice safe treatment of the gas (in order to save costs), which is how it leaked and damaged the environment/community so much. 

One situation that my sister and I could connect to was the scenario that brought up Hurricane Katrina--being that I was around 7 or 8 when that happened (and my sister was about 13 or 14), it is one of the first sort of natural disasters that I remember hearing about and seeing on TV for months as New Orleans slowly recovered. My parents were surprised when I told them that I had learned in ATMS 111 that hurricane intensity is expected to strengthen with global warming. They were also unaware that sea level rise contributed to the large extent to which Katrina devastated Louisiana, being that it has a long coastline. I was interesting to hear their experience with environmental changes and compare that to how my sister and I have learned about climate change growing up in the US. "
